Code_BV_Complet;Libellé commune;Exprimés;PCT_RN;PCT_UG;PCT_ENS
171741512;Saintes;478;38.91;33.89;22.38
171741513;Saintes;617;35.33;31.28;29.5
171741514;Saintes;669;29.3;30.49;36.92
171741515;Saintes;766;30.03;37.21;28.85
171741516;Saintes;345;28.7;41.74;26.38
171741517;Saintes;733;32.2;35.33;29.06
171741518;Saintes;948;28.27;33.12;35.34
171741519;Saintes;680;19.41;36.91;41.32
17174161;Saleignes;30;33.33;30.0;33.33
17174171;Salignac-de-Mirambeau;86;44.19;18.6;20.93
17174181;Salignac-sur-Charente;363;42.7;18.18;28.37
17174201;Salles-sur-Mer;733;26.33;24.56;37.93
17174202;Salles-sur-Mer;789;33.46;23.45;32.7
17174211;Saujon;614;42.67;25.08;31.11
17174212;Saujon;723;46.89;20.47;30.98
17174213;Saujon;600;39.67;27.33;30.83
17174214;Saujon;654;42.97;20.18;34.71
17174215;Saujon;645;45.74;22.95;30.39
17174216;Saujon;656;41.46;20.12;37.04
17174221;Seigné;52;63.46;11.54;23.08
17174231;Semillac;38;44.74;2.63;42.11
17174241;Semoussac;187;51.34;16.04;25.67
17174251;Semussac;738;47.56;15.72;27.1
17174252;Semussac;693;53.1;18.47;20.63
17174261;Le Seure;148;47.3;28.38;22.97
17174271;Siecq;116;45.69;14.66;37.93
17174281;Sonnac;226;37.17;29.2;31.42
17174291;Soubise;623;39.0;26.32;33.87
17174292;Soubise;702;43.02;25.5;30.2
17174301;Soubran;209;54.07;20.1;19.62
17174311;Soulignonne;390;45.9;20.26;32.56
17174321;Souméras;209;51.67;14.35;24.4
17174331;Sousmoulins;136;35.29;26.47;30.15
17174341;Surgères;746;33.65;26.94;27.48
17174342;Surgères;597;33.67;25.29;27.64
17174343;Surgères;688;32.12;27.47;23.69
17174344;Surgères;651;37.63;21.51;25.19
17174345;Surgères;594;35.86;20.71;32.15
17174351;Taillant;130;40.0;36.15;21.54
17174361;Taillebourg;399;36.09;32.58;27.82
17174371;Talmont-sur-Gironde;91;34.07;14.29;41.76
17174381;Tanzac;166;56.02;8.43;22.29
17174391;Taugon;354;38.42;23.45;24.86
17174401;Ternant;203;40.39;31.03;27.09
17174411;Tesson;663;47.66;18.4;24.74
17174421;Thaims;213;53.52;16.9;16.43
17174431;Thairé;565;28.5;31.68;28.32
17174432;Thairé;478;35.56;28.03;23.01
17174441;Thénac;959;43.8;27.42;25.44
17174451;Thézac;195;50.77;17.44;29.74
17174461;Thors;257;52.53;13.23;29.96
17174471;Le Thou;510;42.94;26.27;20.2
17174472;Le Thou;522;46.36;27.01;17.43
17174481;Tonnay-Boutonne;592;45.95;24.83;25.0
17174491;Tonnay-Charente;530;39.43;27.17;32.64
17174492;Tonnay-Charente;525;41.71;32.76;24.19
17174493;Tonnay-Charente;577;42.11;23.74;31.54
17174494;Tonnay-Charente;512;36.72;34.38;27.93
17174495;Tonnay-Charente;671;42.92;26.08;28.46
17174496;Tonnay-Charente;548;45.8;26.82;25.36
17174497;Tonnay-Charente;615;42.76;26.83;28.78
17174501;Torxé;142;44.37;27.46;26.76
17174511;Les Touches-de-Périgny;217;42.86;22.12;30.41
17174521;La Tremblade;587;41.74;20.78;36.63
17174522;La Tremblade;592;48.14;19.43;31.59
17174523;La Tremblade;625;43.36;18.88;36.0
17174524;La Tremblade;624;46.47;16.67;35.26
17174525;La Tremblade;513;34.31;18.32;46.39
17174531;Trizay;564;47.7;21.45;28.9
17174532;Trizay;245;48.98;24.08;26.94
17174541;Tugéras-Saint-Maurice;230;51.74;15.65;16.52
17174551;La Vallée;364;50.82;19.51;28.02
17174571;La Devise;421;47.27;21.38;19.0
17174572;La Devise;82;43.9;34.15;19.51
17174573;La Devise;60;40.0;26.67;28.33
17174581;Vanzac;72;43.06;18.06;25.0
17174591;Varaize;310;46.45;24.52;24.84
17174601;Varzay;479;44.26;24.01;29.02
17174611;Vaux-sur-Mer;687;35.95;17.76;46.0
17174612;Vaux-sur-Mer;762;39.5;13.39;46.72
17174613;Vaux-sur-Mer;745;38.93;17.45;42.68
17174614;Vaux-sur-Mer;827;40.63;13.66;44.98
17174621;Vénérand;463;38.01;36.29;22.68
17174631;Vergeroux;736;36.14;24.86;23.23
17174641;Vergné;75;37.33;22.67;34.67
17174651;La Vergne;312;49.36;23.08;26.28
17174661;Vérines;602;36.88;26.74;28.41
17174662;Vérines;616;34.58;26.79;26.3
17174671;Vervant;136;38.97;37.5;22.79
17174681;Vibrac;84;32.14;28.57;29.76
17174691;Villars-en-Pons;316;55.38;15.51;19.3
17174701;Villars-les-Bois;159;30.82;39.62;27.04
17174711;La Villedieu;111;46.85;26.13;24.32
17174721;Villedoux;488;36.48;26.23;28.28
17174722;Villedoux;626;38.5;21.09;28.59
17174731;Villemorin;63;55.56;9.52;33.33
17174741;Villeneuve-la-Comtesse;390;47.95;29.49;18.97
17174761;Villexavier;142;52.11;18.31;22.54
17174771;Villiers-Couture;60;43.33;23.33;30.0
17174781;Vinax;26;61.54;19.23;19.23
17174791;Virollet;175;46.86;8.57;35.43
17174801;Virson;363;40.5;27.55;18.46
17174811;Voissay;103;60.19;19.42;17.48
17174821;Vouhé;372;41.4;26.61;23.12
17174831;Yves;868;45.85;20.16;21.2
17174841;Port-des-Barques;587;45.14;25.89;27.77
17174842;Port-des-Barques;593;44.52;21.75;33.05
17174851;Le Grand-Village-Plage;652;35.43;29.91;33.74
17174861;La Brée-les-Bains;555;36.58;21.26;40.9
19190011;Affieux;214;29.91;28.5;0.0
19190021;Aix;268;26.87;32.84;0.0
19190031;Albignac;175;33.14;20.57;0.0
19190041;Albussac;475;31.58;33.68;0.0
19190051;Allassac;505;36.04;32.08;0.0
19190052;Allassac;558;41.4;33.33;0.0
19190053;Allassac;598;31.77;37.46;0.0
19190054;Allassac;526;40.68;27.57;0.0
19190061;Alleyrat;78;23.08;33.33;0.0
19190071;Altillac;456;37.94;23.25;0.0
19190081;Ambrugeat;157;19.75;41.4;0.0
19190091;Les Angles-sur-Corrèze;89;30.34;41.57;0.0
19190101;Argentat-sur-Dordogne;504;25.2;43.85;0.0
19190102;Argentat-sur-Dordogne;481;25.16;42.83;0.0
19190103;Argentat-sur-Dordogne;536;29.48;43.84;0.0
19190104;Argentat-sur-Dordogne;116;30.17;49.14;0.0
19190111;Arnac-Pompadour;668;35.03;21.26;0.0
19190121;Astaillac;161;33.54;24.84;0.0
19190131;Aubazines;530;33.21;29.81;0.0
19190141;Auriac;146;42.47;26.03;0.0
19190151;Ayen;412;44.17;25.0;0.0
19190161;Bar;190;26.84;48.42;0.0
19190171;Bassignac-le-Bas;57;40.35;31.58;0.0
19190181;Bassignac-le-Haut;117;32.48;25.64;0.0
19190191;Beaulieu-sur-Dordogne;514;28.79;28.6;0.0
19190192;Beaulieu-sur-Dordogne;105;14.29;29.52;0.0
19190201;Beaumont;90;25.56;57.78;0.0
19190211;Bellechassagne;62;32.26;40.32;0.0
19190221;Benayes;161;20.5;31.06;0.0
19190231;Beynat;835;36.05;23.11;0.0
19190241;Beyssac;313;33.55;30.35;0.0
19190251;Beyssenac;227;47.14;24.23;0.0
19190261;Bilhac;132;34.85;42.42;0.0
19190271;Bonnefond;90;17.78;35.56;0.0
19190281;Bort-les-Orgues;635;34.8;33.23;0.0
19190282;Bort-les-Orgues;580;36.21;30.17;0.0
19190291;Branceilles;191;25.65;41.36;0.0
19190301;Brignac-la-Plaine;561;49.55;22.82;0.0
19190311;Brive-la-Gaillarde;610;31.64;30.66;0.0
19190312;Brive-la-Gaillarde;577;37.44;27.04;0.0
19190313;Brive-la-Gaillarde;642;35.36;26.95;0.0
19190314;Brive-la-Gaillarde;711;29.25;46.27;0.0
19190315;Brive-la-Gaillarde;446;37.67;28.48;0.0
19190316;Brive-la-Gaillarde;568;26.58;45.6;0.0
19190317;Brive-la-Gaillarde;559;34.7;35.24;0.0
19190318;Brive-la-Gaillarde;784;35.97;29.85;0.0
19190319;Brive-la-Gaillarde;658;32.83;31.0;0.0
191903110;Brive-la-Gaillarde;490;30.0;26.73;0.0
191903111;Brive-la-Gaillarde;680;27.94;29.41;0.0
191903112;Brive-la-Gaillarde;672;28.87;26.93;0.0
191903113;Brive-la-Gaillarde;655;32.37;22.44;0.0
191903114;Brive-la-Gaillarde;814;35.87;25.8;0.0
191903115;Brive-la-Gaillarde;814;30.84;22.24;0.0
191903116;Brive-la-Gaillarde;560;31.07;27.86;0.0
191903117;Brive-la-Gaillarde;698;27.94;26.22;0.0
191903118;Brive-la-Gaillarde;516;29.65;46.51;0.0
191903119;Brive-la-Gaillarde;491;37.27;24.85;0.0
191903120;Brive-la-Gaillarde;580;36.72;28.79;0.0
191903121;Brive-la-Gaillarde;650;26.92;27.23;0.0
191903122;Brive-la-Gaillarde;539;34.14;28.94;0.0
191903123;Brive-la-Gaillarde;665;28.27;28.72;0.0
191903124;Brive-la-Gaillarde;687;29.11;32.02;0.0
191903125;Brive-la-Gaillarde;418;36.36;28.47;0.0
191903126;Brive-la-Gaillarde;574;30.49;27.87;0.0
191903127;Brive-la-Gaillarde;722;36.15;30.61;0.0
191903128;Brive-la-Gaillarde;585;37.61;20.68;0.0
191903129;Brive-la-Gaillarde;615;36.75;33.5;0.0
191903130;Brive-la-Gaillarde;666;34.08;29.13;0.0
191903131;Brive-la-Gaillarde;701;24.96;36.23;0.0
191903132;Brive-la-Gaillarde;613;36.87;24.63;0.0
191903133;Brive-la-Gaillarde;631;29.48;33.6;0.0
19190331;Bugeat;410;25.12;33.41;0.0
19190341;Camps-Saint-Mathurin-Léobazel;166;47.59;23.49;0.0
19190351;Chabrignac;310;43.87;28.06;0.0
19190361;Chamberet;713;31.14;30.15;0.0
19190371;Chamboulive;671;31.59;38.15;0.0
19190381;Chameyrat;529;25.71;47.83;0.0
19190382;Chameyrat;411;22.14;52.8;0.0
19190391;Champagnac-la-Noaille;175;39.43;30.86;0.0
19190401;Champagnac-la-Prune;120;13.33;55.0;0.0
19190411;Chanac-les-Mines;353;30.03;42.78;0.0
19190421;Chanteix;375;20.0;58.67;0.0
19190431;La Chapelle-aux-Brocs;302;33.11;30.46;0.0
19190441;La Chapelle-aux-Saints;176;34.66;32.39;0.0
19190451;La Chapelle-Saint-Géraud;134;35.82;32.84;0.0
19190461;Chapelle-Spinasse;77;29.87;16.88;0.0
19190471;Chartrier-Ferrière;233;34.33;32.62;0.0
19190481;Le Chastang;212;23.11;49.06;0.0
19190491;Chasteaux;482;36.51;27.18;0.0
19190501;Chauffour-sur-Vell;285;43.16;24.56;0.0
19190511;Chaumeil;135;28.15;42.22;0.0
19190521;Chavanac;39;20.51;23.08;0.0
19190531;Chaveroche;164;35.98;31.1;0.0
19190541;Chenailler-Mascheix;126;30.16;34.92;0.0
19190551;Chirac-Bellevue;208;35.1;30.77;0.0
19190561;Clergoux;251;32.67;39.44;0.0
19190571;Collonges-la-Rouge;350;35.14;35.43;0.0
19190581;Combressol;255;36.08;25.49;0.0
19190591;Concèze;256;42.19;16.02;0.0
19190601;Condat-sur-Ganaveix;375;32.8;39.2;0.0
19190611;Cornil;632;35.28;39.08;0.0
19190621;Corrèze;630;33.81;37.46;0.0
19190631;Cosnac;593;36.76;23.44;0.0
19190632;Cosnac;612;41.01;21.24;0.0
19190633;Cosnac;618;36.08;23.3;0.0
19190641;Couffy-sur-Sarsonne;64;35.94;26.56;0.0
19190651;Courteix;41;36.59;4.88;0.0
19190661;Cublac;530;45.66;24.53;0.0
19190662;Cublac;436;48.39;22.02;0.0
19190671;Curemonte;163;25.77;31.9;0.0
19190681;Dampniat;436;38.07;30.05;0.0
19190691;Darazac;137;35.77;19.71;0.0
19190701;Darnets;223;28.7;47.09;0.0
19190711;Davignac;140;24.29;49.29;0.0
19190721;Donzenac;524;31.87;31.11;0.0
19190722;Donzenac;556;39.39;29.14;0.0
19190723;Donzenac;449;31.4;35.19;0.0
19190731;Egletons;580;27.93;34.48;0.0
19190732;Egletons;443;30.02;33.86;0.0
19190733;Egletons;494;25.51;34.41;0.0
19190741;L'Eglise-aux-Bois;33;18.18;33.33;0.0
19190751;Espagnac;229;30.13;43.67;0.0
19190761;Espartignac;253;31.23;36.76;0.0
19190771;Estivals;87;42.53;22.99;0.0
19190781;Estivaux;273;32.23;32.6;0.0
19190791;Eyburie;250;35.6;32.4;0.0
19190801;Eygurande;334;29.04;32.04;0.0
19190811;Eyrein;353;34.84;33.14;0.0
19190821;Favars;635;32.6;41.89;0.0
19190831;Feyt;86;29.07;30.23;0.0
19190841;Forgès;158;33.54;44.94;0.0
19190851;Gimel-les-Cascades;480;32.92;39.58;0.0
19190861;Goulles;170;42.94;15.29;0.0
19190871;Gourdon-Murat;60;40.0;40.0;0.0
19190881;Grandsaigne;49;4.08;63.27;0.0
19190891;Gros-Chastang;136;27.21;49.26;0.0
19190901;Gumond;74;27.03;37.84;0.0
19190911;Hautefage;174;33.91;35.06;0.0
19190931;Jugeals-Nazareth;592;42.06;32.94;0.0
19190941;Juillac;493;34.48;27.18;0.0
19190942;Juillac;94;42.55;21.28;0.0
19190951;Lacelle;83;30.12;40.96;0.0
19190961;Ladignac-sur-Rondelles;260;36.15;31.92;0.0
19190971;Lafage-sur-Sombre;86;40.7;25.58;0.0
19190981;Lagarde-Marc-la-Tour;504;25.99;44.64;0.0
19190982;Lagarde-Marc-la-Tour;98;24.49;38.78;0.0
19190991;Lagleygeolle;157;38.85;26.11;0.0
19191001;Lagraulière;649;30.35;41.76;0.0
19191011;Laguenne-sur-Avalouze;247;35.22;44.94;0.0
19191012;Laguenne-sur-Avalouze;356;28.65;45.51;0.0
19191013;Laguenne-sur-Avalouze;103;34.95;45.63;0.0
19191021;Lamazière-Basse;193;22.8;53.89;0.0
19191031;Lamazière-Haute;36;27.78;13.89;0.0
19191041;Lamongerie;78;48.72;26.92;0.0
19191051;Lanteuil;316;32.28;25.95;0.0
19191061;Lapleau;254;14.57;31.89;0.0
19191071;Larche;515;43.3;25.83;0.0
19191072;Larche;418;44.5;23.68;0.0
19191081;Laroche-près-Feyt;60;48.33;13.33;0.0
19191091;Lascaux;117;49.57;17.95;0.0
19191101;Latronche;79;35.44;37.97;0.0
19191111;Laval-sur-Luzège;52;25.0;36.54;0.0
19191121;Lestards;64;32.81;32.81;0.0
19191131;Liginiac;385;29.61;27.79;0.0
19191141;Lignareix;116;26.72;34.48;0.0
19191151;Ligneyrac;174;21.84;31.03;0.0
19191161;Liourdres;164;34.76;28.05;0.0
19191171;Lissac-sur-Couze;430;40.0;24.88;0.0
19191181;Le Lonzac;490;27.96;35.92;0.0
19191191;Lostanges;93;30.11;39.78;0.0
19191201;Louignac;146;45.21;24.66;0.0
19191211;Lubersac;495;39.8;18.18;0.0
19191212;Lubersac;732;40.85;17.9;0.0
19191221;Madranges;105;25.71;47.62;0.0
19191231;Malemort;560;24.29;22.86;0.0
19191232;Malemort;552;39.86;20.29;0.0
19191233;Malemort;380;31.32;23.95;0.0
19191234;Malemort;421;39.43;16.39;0.0
19191235;Malemort;343;33.24;24.78;0.0
19191236;Malemort;387;40.05;28.42;0.0
19191237;Malemort;513;32.16;27.49;0.0
19191238;Malemort;377;33.95;19.89;0.0
19191239;Malemort;538;40.71;25.46;0.0
191912310;Malemort;292;40.41;19.18;0.0
19191241;Mansac;265;30.57;31.32;0.0
19191242;Mansac;534;42.32;25.66;0.0
19191251;Marcillac-la-Croisille;597;31.66;33.67;0.0
19191261;Marcillac-la-Croze;137;23.36;36.5;0.0
19191281;Margerides;152;40.79;19.74;0.0
19191291;Masseret;393;39.95;32.32;0.0
19191301;Maussac;235;25.53;33.62;0.0
19191311;Meilhards;330;35.15;25.15;0.0
19191321;Ménoire;88;31.82;34.09;0.0
19191331;Mercoeur;152;32.89;17.11;0.0
19191341;Merlines;343;34.4;34.69;0.0
19191351;Mestes;231;27.27;34.2;0.0
19191361;Meymac;649;27.27;37.75;0.0
19191362;Meymac;639;26.13;40.53;0.0
19191371;Meyrignac-l'Eglise;44;18.18;43.18;0.0
19191381;Meyssac;736;32.2;31.25;0.0
19191391;Millevaches;72;34.72;44.44;0.0
19191401;Monceaux-sur-Dordogne;336;30.36;36.31;0.0
19191402;Monceaux-sur-Dordogne;91;32.97;29.67;0.0
19191411;Monestier-Merlines;108;31.48;27.78;0.0
19191421;Monestier-Port-Dieu;87;27.59;21.84;0.0
19191431;Montaignac-sur-Doustre;371;24.26;33.15;0.0
19191441;Montgibaud;136;38.97;16.18;0.0
19191451;Moustier-Ventadour;264;29.92;41.67;0.0
19191461;Naves;726;27.55;45.32;0.0
19191462;Naves;690;29.28;40.87;0.0
19191471;Nespouls;386;40.67;26.68;0.0
19191481;Neuvic;447;23.49;39.37;0.0
19191482;Neuvic;413;23.0;45.04;0.0
19191491;Neuville;148;25.0;43.92;0.0
19191501;Noailhac;238;34.87;30.25;0.0
19191511;Noailles;524;40.46;26.15;0.0
19191521;Nonards;252;30.16;40.87;0.0
19191531;Objat;707;43.14;16.83;0.0
19191532;Objat;672;36.16;26.34;0.0
19191533;Objat;651;37.94;21.04;0.0
19191541;Orgnac-sur-Vézère;220;36.36;27.73;0.0
19191551;Orliac-de-Bar;152;23.68;46.71;0.0
19191561;Palazinges;81;38.27;13.58;0.0
19191571;Palisse;129;33.33;36.43;0.0
19191581;Pandrignes;110;20.91;54.55;0.0
19191591;Péret-Bel-Air;63;17.46;36.51;0.0
19191601;Pérols-sur-Vézère;146;32.19;34.25;0.0
19191611;Perpezac-le-Blanc;272;32.72;31.62;0.0
19191621;Perpezac-le-Noir;694;36.17;37.32;0.0
19191631;Le Pescher;218;32.11;38.07;0.0
19191641;Peyrelevade;388;24.23;53.09;0.0
19191651;Peyrissac;106;32.08;33.96;0.0
19191661;Pierrefitte;78;24.36;43.59;0.0
19191671;Confolent-Port-Dieu;39;30.77;35.9;0.0
19191681;Pradines;71;5.63;63.38;0.0
19191691;Puy-d'Arnac;191;36.65;32.98;0.0
19191701;Queyssac-les-Vignes;147;29.93;35.37;0.0
19191711;Reygade;124;41.13;21.77;0.0
19191721;Rilhac-Treignac;87;21.84;24.14;0.0
19191731;Rilhac-Xaintrie;183;43.72;13.11;0.0
19191741;La Roche-Canillac;104;30.77;41.35;0.0
19191751;Roche-le-Peyroux;76;35.53;28.95;0.0
19191761;Rosiers-d'Egletons;667;29.84;39.73;0.0
19191771;Rosiers-de-Juillac;99;54.55;23.23;0.0
19191781;Sadroc;550;41.09;35.82;0.0
19191791;Saillac;135;17.78;40.74;0.0
19191801;Saint-Angel;412;37.62;25.97;0.0
19191811;Saint-Augustin;304;34.54;37.17;0.0
19191821;Saint-Aulaire;517;43.71;21.28;0.0
19191841;Saint-Bazile-de-Meyssac;98;30.61;31.63;0.0
19191861;Saint-Bonnet-Elvert;141;24.11;51.77;0.0
19191871;Saint-Bonnet-la-Rivière;219;44.75;22.37;0.0
19191881;Saint-Bonnet-l'Enfantier;258;36.82;30.23;0.0
19191891;Saint-Bonnet-les-Tours-de-Merle;30;26.67;26.67;0.0
19191901;Saint-Bonnet-près-Bort;120;33.33;21.67;0.0
19191911;Saint-Cernin-de-Larche;407;41.03;25.06;0.0
19191921;Saint-Chamant;248;35.89;38.71;0.0
19191931;Saint-Cirgues-la-Loutre;113;44.25;22.12;0.0
19191941;Saint-Clément;788;32.49;48.48;0.0
19191951;Saint-Cyprien;218;49.08;20.18;0.0
19191961;Saint-Cyr-la-Roche;277;45.49;24.19;0.0
19191981;Saint-Eloy-les-Tuileries;57;31.58;31.58;0.0
19191991;Saint-Etienne-aux-Clos;156;27.56;35.9;0.0
19192001;Saint-Etienne-la-Geneste;59;28.81;16.95;0.0
19192011;Saint-Exupéry-les-Roches;411;35.52;20.68;0.0
19192021;Sainte-Féréole;529;36.11;27.6;0.0
19192022;Sainte-Féréole;695;33.67;28.2;0.0
19192031;Sainte-Fortunade;568;25.88;44.19;0.0
19192032;Sainte-Fortunade;584;26.88;41.95;0.0
19192041;Saint-Fréjoux;170;42.35;19.41;0.0
19192051;Saint-Geniez-ô-Merle;83;31.33;20.48;0.0
19192061;Saint-Germain-Lavolps;61;31.15;45.9;0.0
19192071;Saint-Germain-les-Vergnes;657;33.64;39.27;0.0
19192081;Saint-Hilaire-Foissac;126;34.92;33.33;0.0
19192091;Saint-Hilaire-les-Courbes;123;24.39;36.59;0.0
19192101;Saint-Hilaire-Luc;53;11.32;52.83;0.0
19192111;Saint-Hilaire-Peyroux;569;35.33;38.49;0.0
19192121;Saint-Hilaire-Taurieux;69;40.58;28.99;0.0
19192131;Saint-Jal;400;31.5;33.25;0.0
19192141;Saint-Julien-aux-Bois;269;36.43;20.45;0.0
19192151;Saint-Julien-le-Pèlerin;80;51.25;7.5;0.0
19192161;Saint-Julien-le-Vendômois;140;40.0;24.29;0.0
19192171;Saint-Julien-Maumont;122;22.13;29.51;0.0
19192191;Sainte-Marie-Lapanouze;45;64.44;26.67;0.0
19192201;Saint-Martial-de-Gimel;303;42.57;31.02;0.0
19192211;Saint-Martial-Entraygues;68;26.47;51.47;0.0
19192221;Saint-Martin-la-Méanne;259;25.1;47.49;0.0
19192231;Saint-Martin-Sepert;173;30.64;23.12;0.0
19192251;Saint-Merd-de-Lapleau;119;26.89;42.86;0.0
19192261;Saint-Merd-les-Oussines;96;23.96;27.08;0.0
19192271;Saint-Mexant;833;29.05;48.86;0.0
19192281;Saint-Pantaléon-de-Lapleau;56;23.21;42.86;0.0
19192291;Saint-Pantaléon-de-Larche;821;40.8;22.66;0.0
19192292;Saint-Pantaléon-de-Larche;522;44.25;23.95;0.0
19192293;Saint-Pantaléon-de-Larche;653;45.64;24.81;0.0
19192294;Saint-Pantaléon-de-Larche;745;40.27;25.37;0.0
19192301;Saint-Pardoux-Corbier;250;38.8;20.8;0.0
19192311;Saint-Pardoux-la-Croisille;111;23.42;54.05;0.0
19192321;Saint-Pardoux-le-Neuf;55;41.82;25.45;0.0
19192331;Saint-Pardoux-le-Vieux;177;40.11;27.12;0.0
19192341;Saint-Pardoux-l'Ortigier;329;37.69;32.22;0.0
19192351;Saint-Paul;167;25.15;41.92;0.0
19192361;Saint-Priest-de-Gimel;276;41.67;34.78;0.0
19192371;Saint-Privat;557;43.45;20.47;0.0
19192381;Saint-Rémy;143;34.97;37.06;0.0
19192391;Saint-Robert;207;35.75;16.43;0.0
19192401;Saint-Salvadour;227;29.96;40.53;0.0
19192411;Saint-Setiers;169;31.36;26.63;0.0
19192421;Saint-Solve;278;41.73;33.09;0.0
19192431;Saint-Sornin-Lavolps;484;37.19;21.9;0.0
19192441;Saint-Sulpice-les-Bois;66;22.73;30.3;0.0
19192451;Saint-Sylvain;74;16.22;43.24;0.0
19192461;Saint-Viance;413;37.05;35.35;0.0
19192462;Saint-Viance;705;40.43;30.92;0.0
19192471;Saint-Victour;113;35.4;16.81;0.0
19192481;Saint-Ybard;370;36.22;21.35;0.0
19192491;Saint-Yrieix-le-Déjalat;204;33.33;30.88;0.0
19192501;Salon-la-Tour;393;41.22;25.7;0.0
19192511;Sarran;178;30.9;30.34;0.0
19192521;Sarroux - Saint Julien;529;40.83;29.68;0.0
19192531;Segonzac;142;40.85;28.87;0.0
19192541;Ségur-le-Château;117;37.61;33.33;0.0
19192551;Seilhac;651;29.65;29.8;0.0
19192552;Seilhac;472;26.69;40.68;0.0
19192561;Sérandon;216;26.39;40.28;0.0
19192571;Sérilhac;190;36.84;34.21;0.0
19192581;Servières-le-Château;263;27.76;37.64;0.0
19192591;Sexcles;135;30.37;27.41;0.0
19192601;Sioniac;158;32.91;37.34;0.0
19192611;Sornac;328;32.93;29.57;0.0
19192621;Soudaine-Lavinadière;119;22.69;40.34;0.0
19192631;Soudeilles;213;34.74;28.17;0.0
19192641;Soursac;287;29.62;20.91;0.0
19192642;Soursac;47;31.91;44.68;0.0
19192651;Tarnac;221;28.05;51.13;0.0
19192661;Thalamy;93;35.48;21.51;0.0
19192681;Toy-Viam;31;16.13;32.26;0.0
19192691;Treignac;684;31.43;35.38;0.0
19192701;Troche;295;34.92;31.53;0.0
19192711;Tudeils;160;30.0;30.63;0.0
19192721;Tulle;479;23.59;52.4;0.0
19192722;Tulle;468;22.65;46.37;0.0
19192723;Tulle;552;32.61;47.83;0.0
19192724;Tulle;609;24.96;47.78;0.0
19192725;Tulle;563;22.56;49.56;0.0
19192726;Tulle;516;23.45;52.91;0.0
19192727;Tulle;378;17.46;58.73;0.0
19192728;Tulle;410;29.51;44.88;0.0
19192729;Tulle;535;23.36;51.59;0.0
191927210;Tulle;424;28.54;48.82;0.0
191927211;Tulle;417;29.26;49.4;0.0
191927212;Tulle;350;29.71;47.14;0.0
1919272999;Tulle;131;31.3;54.2;0.0
19192731;Turenne;491;36.05;25.87;0.0
19192741;Ussac;534;37.08;23.22;0.0
19192742;Ussac;707;37.91;19.09;0.0
19192743;Ussac;677;33.38;20.97;0.0
19192744;Ussac;740;40.41;22.84;0.0
19192751;Ussel;606;25.91;34.65;0.0
19192752;Ussel;939;29.29;33.44;0.0
19192753;Ussel;960;35.21;30.63;0.0
19192754;Ussel;757;31.18;33.82;0.0
19192755;Ussel;95;30.53;27.37;0.0
19192756;Ussel;132;31.06;29.55;0.0
19192757;Ussel;662;41.24;30.21;0.0
19192761;Uzerche;413;23.0;41.16;0.0
19192762;Uzerche;344;35.76;35.47;0.0
19192763;Uzerche;397;32.75;35.01;0.0
19192771;Valiergues;126;42.06;24.6;0.0
19192781;Varetz;681;42.0;20.41;0.0
19192782;Varetz;628;40.92;26.75;0.0
19192791;Vars-sur-Roseix;202;42.08;17.33;0.0
19192801;Végennes;129;37.98;22.48;0.0
19192811;Veix;61;16.39;44.26;0.0
19192831;Veyrières;47;38.3;23.4;0.0
19192841;Viam;66;24.24;48.48;0.0
19192851;Vigeois;631;33.6;38.51;0.0
19192861;Vignols;326;42.33;27.91;0.0
19192871;Vitrac-sur-Montane;160;31.87;30.63;0.0
19192881;Voutezac;754;38.99;30.11;0.0
19192891;Yssandon;457;44.42;22.76;0.0
23230011;Ahun;677;38.26;16.54;19.2
23230021;Ajain;477;38.36;20.13;17.61
23230031;Alleyrat;70;27.14;24.29;25.71
23230041;Anzême;312;34.62;23.4;18.91
23230051;Arfeuille-Châtain;95;33.68;12.63;12.63
23230061;Arrènes;136;29.41;32.35;25.74
23230071;Ars;148;21.62;35.81;20.27
23230081;Aubusson;476;26.89;32.98;17.23
23230082;Aubusson;484;21.9;36.36;18.8
23230083;Aubusson;494;34.21;20.65;18.02
23230091;Auge;69;52.17;13.04;5.8
23230101;Augères;73;26.03;31.51;17.81
23230111;Aulon;105;24.76;35.24;20.0
23230121;Auriat;71;25.35;23.94;11.27
23230131;Auzances;580;28.1;17.07;13.62
23230141;Azat-Châtenet;59;28.81;6.78;35.59
23230151;Azerables;419;30.07;28.64;15.27
23230161;Banize;91;30.77;21.98;21.98
23230171;Basville;96;41.67;15.63;9.38
23230181;Bazelat;147;36.05;20.41;19.73
23230191;Beissat;26;23.08;19.23;26.92
23230201;Bellegarde-en-Marche;185;32.97;18.38;21.62
23230211;Bénévent-l'Abbaye;377;32.36;13.79;33.42
23230221;Bétête;197;29.44;20.3;22.34
23230231;Blaudeix;60;41.67;15.0;13.33
23230241;Blessac;328;45.12;19.21;15.55
23230251;Bonnat;641;36.66;20.75;16.85
23230261;Bord-Saint-Georges;181;42.54;19.89;16.02
23230271;Bosmoreau-les-Mines;118;31.36;23.73;22.88
23230281;Bosroger;58;36.21;15.52;17.24
23230291;Le Bourg-d'Hem;104;31.73;20.19;15.38
23230301;Bourganeuf;929;30.03;28.2;22.17
23230311;Boussac;551;32.49;19.96;19.24
23230321;Boussac-Bourg;405;36.79;22.72;17.04
23230331;La Brionne;240;34.58;24.17;21.25
