Code_BV_Complet;Libellé commune;Exprimés;PCT_RN;PCT_UG;PCT_ENS
16160011;Abzac;228;46.05;16.23;30.7
16160021;Les Adjots;255;46.67;31.76;16.86
16160031;Agris;399;54.64;24.06;18.05
16160051;Aigre;450;45.33;18.0;28.0
16160052;Aigre;278;46.4;22.3;24.46
16160071;Alloue;222;40.09;28.83;27.93
16160081;Ambérac;161;44.72;23.6;26.09
16160091;Ambernac;206;43.2;26.21;24.76
16160111;Anais;279;39.43;29.03;22.58
16160121;Angeac-Champagne;269;42.38;14.13;34.94
16160131;Angeac-Charente;196;33.16;17.35;35.71
16160141;Angeduc;85;61.18;23.53;11.76
16160151;Angoulême;754;17.64;41.11;34.22
16160152;Angoulême;760;14.08;60.13;21.32
16160153;Angoulême;683;15.81;42.75;35.58
16160154;Angoulême;668;14.37;50.15;29.34
16160155;Angoulême;499;27.05;36.07;30.46
16160156;Angoulême;454;29.07;43.17;22.03
16160157;Angoulême;475;28.63;41.68;24.84
16160158;Angoulême;586;24.23;40.96;28.67
16160159;Angoulême;531;23.16;46.7;23.54
161601510;Angoulême;327;17.74;63.61;13.15
161601511;Angoulême;630;20.16;42.22;31.11
161601512;Angoulême;531;27.68;33.9;31.83
161601513;Angoulême;398;28.64;42.96;20.35
161601514;Angoulême;374;29.41;33.16;32.09
161601515;Angoulême;698;26.79;38.25;30.52
161601516;Angoulême;665;20.6;41.05;33.38
161601517;Angoulême;530;19.06;46.98;28.3
161601518;Angoulême;710;15.77;45.07;33.52
161601519;Angoulême;602;21.1;43.85;27.24
161601520;Angoulême;698;15.9;43.27;35.24
161601521;Angoulême;638;19.12;43.73;32.6
161601522;Angoulême;536;31.9;35.63;26.87
161601523;Angoulême;337;24.04;50.15;18.1
161601524;Angoulême;511;21.14;51.27;24.07
161601525;Angoulême;568;27.46;41.73;24.47
161601526;Angoulême;567;18.87;57.67;18.52
161601527;Angoulême;507;26.82;37.67;31.76
161601528;Angoulême;518;20.46;38.22;34.94
161601529;Angoulême;471;23.57;34.61;34.61
161601530;Angoulême;47;34.04;44.68;12.77
16160161;Ansac-sur-Vienne;445;42.02;31.69;21.57
16160181;Ars;378;42.33;15.61;29.89
16160191;Asnières-sur-Nouère;687;40.47;23.14;28.38
16160201;Aubeterre-sur-Dronne;109;22.94;32.11;35.78
16160231;Aunac-sur-Charente;338;36.98;30.77;28.11
16160241;Aussac-Vadalle;285;42.81;25.96;25.26
16160251;Baignes-Sainte-Radegonde;611;41.73;15.55;31.42
16160261;Balzac;777;31.53;23.29;37.32
16160271;Barbezières;80;47.5;25.0;25.0
16160281;Barbezieux-Saint-Hilaire;505;35.05;28.12;26.93
16160282;Barbezieux-Saint-Hilaire;491;37.68;26.48;28.31
16160283;Barbezieux-Saint-Hilaire;462;31.17;21.65;33.77
16160284;Barbezieux-Saint-Hilaire;506;29.25;23.12;33.4
16160285;Barbezieux-Saint-Hilaire;157;30.57;23.57;37.58
16160291;Bardenac;126;36.51;20.63;29.37
16160301;Barret;540;40.56;18.89;26.48
16160311;Barro;254;37.4;32.68;22.83
16160321;Bassac;257;42.8;15.95;27.63
16160341;Bazac;82;58.54;8.54;14.63
16160351;Beaulieu-sur-Sonnette;141;42.55;21.99;23.4
16160361;Bécheresse;158;31.01;29.11;21.52
16160371;Bellon;74;41.89;20.27;24.32
16160381;Benest;153;35.29;24.18;32.68
16160391;Bernac;276;47.83;23.55;22.46
16160401;Berneuil;159;34.59;22.01;35.85
16160411;Bessac;59;37.29;20.34;23.73
16160421;Bessé;71;28.17;32.39;22.54
16160441;Bioussac;124;42.74;31.45;21.77
16160451;Birac;238;45.38;15.13;25.63
16160461;Coteaux-du-Blanzacais;450;42.67;21.56;22.89
16160471;Blanzaguet-Saint-Cybard;143;33.57;17.48;26.57
16160481;Boisbreteau;67;50.75;16.42;17.91
16160491;Bonnes;185;42.7;22.7;24.86
16160501;Bonneuil;125;44.8;8.0;29.6
16160521;Bors (Canton de Tude-et-Lavalette);122;27.05;36.89;21.31
16160531;Bors (Canton de Charente-Sud);48;31.25;31.25;18.75
16160541;Le Bouchage;82;43.9;15.85;32.93
16160551;Bouëx;473;46.51;19.24;27.27
16160561;Bourg-Charente;439;40.55;13.9;30.75
16160571;Bouteville;152;46.71;11.84;27.63
16160581;Boutiers-Saint-Trojan;803;33.75;23.66;30.88
16160591;Brettes;72;38.89;34.72;25.0
16160601;Bréville;244;31.15;23.77;31.56
16160611;Brie;662;40.79;27.95;23.87
16160612;Brie;715;39.16;27.97;25.73
16160613;Brie;781;37.9;30.6;24.97
16160621;Brie-sous-Barbezieux;63;60.32;15.87;20.63
16160631;Brie-sous-Chalais;111;47.75;20.72;23.42
16160641;Brigueuil;526;46.96;25.1;20.15
16160651;Brillac;260;40.77;34.62;16.54
16160661;Brossac;243;38.68;16.05;31.69
16160671;Bunzac;248;39.11;27.82;23.39
16160681;Cellefrouin;265;56.23;23.02;16.23
16160691;Cellettes;197;48.73;29.44;14.21
16160701;Chabanais;760;39.61;32.24;22.5
16160711;Chabrac;266;51.13;24.06;19.17
16160721;Chadurie;290;43.1;20.69;19.31
16160731;Chalais;367;43.87;17.17;25.34
16160732;Chalais;410;40.73;26.34;23.17
16160741;Challignac;164;38.41;28.05;21.95
16160751;Champagne-Vigny;133;45.11;18.05;31.58
16160761;Champagne-Mouton;441;38.32;31.29;24.49
16160771;Champmillon;302;40.73;28.48;25.17
16160781;Champniers;615;36.1;22.6;32.36
16160782;Champniers;656;34.15;29.57;30.64
16160783;Champniers;502;44.22;22.31;27.69
16160784;Champniers;286;35.31;21.68;34.62
16160785;Champniers;591;40.44;20.47;30.63
16160786;Champniers;421;30.17;25.89;33.25
16160791;Chantillac;145;37.93;28.97;22.07
16160811;La Chapelle;96;59.38;19.79;16.67
16160821;Boisné-La Tude;204;37.25;13.73;18.14
16160822;Boisné-La Tude;99;38.38;19.19;16.16
16160823;Boisné-La Tude;76;44.74;26.32;13.16
16160831;Charmé;160;34.38;26.25;29.38
16160841;Charras;179;42.46;27.93;20.67
16160851;Chasseneuil-sur-Bonnieure;672;41.52;27.23;24.4
16160852;Chasseneuil-sur-Bonnieure;806;48.51;22.58;22.21
16160861;Chassenon;439;46.92;27.11;19.36
16160871;Chassiecq;77;44.16;31.17;20.78
16160881;Chassors;606;48.02;19.47;22.44
16160891;Châteaubernard;413;38.26;23.0;26.15
16160892;Châteaubernard;442;42.99;19.23;25.79
16160893;Châteaubernard;518;30.31;18.73;37.07
16160894;Châteaubernard;410;35.12;22.68;29.02
16160901;Châteauneuf-sur-Charente;477;34.8;25.16;28.93
16160902;Châteauneuf-sur-Charente;598;42.14;23.91;24.08
16160903;Châteauneuf-sur-Charente;536;42.16;20.15;27.43
16160911;Châtignac;94;48.94;23.4;20.21
16160931;Chazelles;458;40.83;28.82;24.02
16160932;Chazelles;432;42.82;27.08;21.76
16160951;Chenon;81;32.1;27.16;33.33
16160961;Cherves-Châtelars;195;41.03;25.13;28.21
16160971;Val-de-Cognac;355;35.49;19.15;33.24
16160972;Val-de-Cognac;214;44.39;15.42;28.5
16160973;Val-de-Cognac;208;41.83;15.87;28.85
16160974;Val-de-Cognac;431;38.28;22.51;25.99
16160975;Val-de-Cognac;383;49.87;16.19;24.8
16160976;Val-de-Cognac;232;53.45;17.24;20.26
16160981;La Chèvrerie;93;56.99;18.28;18.28
16160991;Chillac;108;38.89;22.22;25.93
16161001;Chirac;400;38.75;41.0;14.75
16161011;Claix;529;41.97;19.09;26.47
16161021;Cognac;515;25.63;24.27;29.32
16161022;Cognac;729;23.59;23.73;35.12
16161023;Cognac;619;28.76;25.36;31.34
16161024;Cognac;580;29.31;26.38;29.31
16161025;Cognac;592;27.53;21.11;36.32
16161026;Cognac;513;35.87;23.78;24.17
16161027;Cognac;596;29.7;25.34;30.7
16161028;Cognac;588;38.95;25.68;20.58
16161029;Cognac;736;32.88;25.0;29.48
161610210;Cognac;741;32.52;21.05;33.06
161610211;Cognac;374;38.5;33.69;15.51
161610212;Cognac;399;38.85;24.56;22.56
161610213;Cognac;555;32.07;23.96;32.25
16161031;Combiers;67;37.31;22.39;26.87
16161041;Condac;263;38.4;25.48;31.18
16161051;Condéon;318;44.03;22.96;26.73
16161061;Confolens;615;28.13;32.2;31.06
16161062;Confolens;629;40.06;27.34;24.48
16161071;Coulgens;248;48.79;23.39;21.77
16161081;Coulonges;60;43.33;16.67;26.67
16161091;Courbillac;305;53.44;20.98;17.38
16161101;Courcôme;205;40.49;25.85;26.34
16161102;Courcôme;80;37.5;30.0;28.75
16161103;Courcôme;133;42.86;22.56;29.32
16161111;Courgeac;105;37.14;24.76;26.67
16161121;Courlac;37;56.76;18.92;18.92
16161131;La Couronne;423;41.13;33.33;21.28
16161132;La Couronne;624;41.03;26.6;25.48
16161133;La Couronne;527;31.5;34.72;28.27
16161134;La Couronne;500;36.6;33.8;20.6
16161135;La Couronne;451;42.79;21.29;26.83
16161136;La Couronne;614;38.76;27.04;26.38
16161141;Couture;68;20.59;23.53;42.65
16161161;Criteuil-la-Magdeleine;197;37.06;18.78;29.44
16161171;Curac;56;51.79;14.29;17.86
16161181;Deviat;63;47.62;22.22;14.29
16161191;Dignac;703;37.41;25.04;24.32
16161201;Dirac;861;34.26;28.34;29.38
16161211;Douzat;234;45.3;19.66;31.62
16161221;Ebréon;68;38.24;14.71;42.65
16161231;Echallat;298;46.64;18.79;28.19
16161241;Ecuras;318;41.19;27.04;23.58
16161251;Edon;139;45.32;20.14;15.83
16161271;Empuré;62;35.48;24.19;24.19
16161281;Epenède;98;37.76;39.8;18.37
16161301;Les Essards;80;25.0;30.0;27.5
16161311;Esse;278;37.05;28.06;28.78
16161321;Etagnac;506;43.28;27.87;22.92
16161331;Etriac;106;32.08;29.25;24.53
16161341;Exideuil-sur-Vienne;521;39.16;36.85;18.04
16161351;Eymouthiers;184;35.33;28.8;34.24
16161361;La Faye;360;46.94;23.61;23.33
16161371;Feuillade;174;43.68;10.92;41.38
16161381;Fléac;552;33.15;24.46;34.78
16161382;Fléac;522;28.74;27.78;37.93
16161383;Fléac;570;36.67;19.47;34.56
16161384;Fléac;413;40.92;23.0;29.54
16161391;Fleurac;107;36.45;22.43;30.84
16161411;Fontenille;180;39.44;31.67;20.0
16161421;La Forêt-de-Tessé;120;38.33;30.0;25.83
16161431;Fouquebrune;388;44.33;17.27;15.72
16161441;Fouqueure;247;50.2;19.84;25.1
16161451;Foussignac;353;44.48;14.45;26.91
16161461;Garat;648;41.51;20.22;33.18
16161462;Garat;553;35.44;23.33;33.09
16161471;Gardes-le-Pontaroux;145;40.69;19.31;11.72
16161481;Genac-Bignac;531;44.26;28.81;19.96
16161501;Gensac-la-Pallue;469;42.43;16.63;29.85
16161502;Gensac-la-Pallue;488;42.83;19.06;23.98
16161511;Genté;503;40.16;19.68;29.22
16161521;Gimeux;398;40.7;12.81;35.43
16161531;Mainxe-Gondeville;577;43.67;14.04;32.93
16161541;Gond-Pontouvre;592;31.25;32.77;31.08
16161542;Gond-Pontouvre;707;30.69;35.79;26.31
16161543;Gond-Pontouvre;618;35.92;28.32;26.86
16161544;Gond-Pontouvre;624;33.01;26.28;33.49
16161551;Les Gours;60;48.33;26.67;15.0
16161571;Le Grand-Madieu;89;42.7;33.71;10.11
16161581;Grassac;150;43.33;30.67;21.33
16161601;Guimps;290;52.41;12.07;22.76
16161611;Guizengeard;73;49.32;9.59;30.14
16161621;Gurat;104;28.85;14.42;25.96
16161631;Hiersac;540;40.93;24.63;27.78
16161641;Hiesse;136;58.09;19.12;17.65
16161651;Houlette;184;46.74;19.57;22.28
16161661;L'Isle-d'Espagnac;531;29.57;32.58;30.13
16161662;L'Isle-d'Espagnac;396;27.53;34.6;29.55
16161663;L'Isle-d'Espagnac;510;34.31;29.02;31.76
16161664;L'Isle-d'Espagnac;521;31.29;23.42;38.77
16161665;L'Isle-d'Espagnac;622;30.87;27.17;34.89
16161671;Jarnac;702;38.18;18.23;31.91
16161672;Jarnac;728;35.85;19.23;31.87
16161673;Jarnac;609;36.29;19.05;33.0
16161681;Jauldes;446;47.31;24.89;22.2
16161691;Javrezac;292;30.14;19.52;34.25
16161701;Juignac;199;28.64;22.61;31.66
16161711;Juillac-le-Coq;328;40.55;10.37;35.98
16161731;Juillé;99;58.59;21.21;20.2
16161741;Julienne;285;46.67;15.44;23.86
16161751;Val des Vignes;382;43.98;22.51;20.16
16161752;Val des Vignes;242;30.17;18.18;33.06
16161761;Lachaise;149;36.24;18.79;31.54
16161771;Ladiville;82;45.12;4.88;30.49
16161781;Lagarde-sur-le-Né;95;51.58;17.89;23.16
16161801;Laprade;134;44.78;22.39;15.67
16161811;Lessac;270;51.11;27.78;15.19
16161821;Lesterps;200;42.5;28.5;21.5
16161831;Lésignac-Durand;83;42.17;25.3;27.71
16161841;Lichères;55;43.64;29.09;21.82
16161851;Ligné;87;34.48;26.44;34.48
16161861;Lignières-Ambleville;236;36.86;9.32;41.95
16161862;Lignières-Ambleville;82;26.83;15.85;39.02
16161871;Linars;574;36.76;25.96;27.0
16161872;Linars;555;32.61;33.51;26.67
16161881;Le Lindois;172;41.28;27.33;24.42
16161891;Londigny;113;58.41;17.7;21.24
16161901;Longré;85;52.94;18.82;22.35
16161911;Lonnes;74;55.41;12.16;22.97
16161921;Terres-de-Haute-Charente;667;42.43;24.14;25.04
16161922;Terres-de-Haute-Charente;469;48.61;24.73;22.17
16161923;Terres-de-Haute-Charente;252;48.02;23.02;20.24
16161924;Terres-de-Haute-Charente;129;44.96;24.03;28.68
16161925;Terres-de-Haute-Charente;51;41.18;27.45;17.65
16161926;Terres-de-Haute-Charente;285;51.23;20.35;23.51
16161931;Louzac-Saint-André;510;42.35;19.02;24.12
16161941;Lupsault;73;43.84;26.03;20.55
16161951;Lussac;143;55.24;21.68;16.08
16161961;Luxé;376;50.53;20.21;19.68
16161971;La Magdeleine;52;25.0;26.92;34.62
16161981;Magnac-Lavalette-Villars;279;39.07;12.54;12.54
16161991;Magnac-sur-Touvre;517;28.82;33.27;31.14
16161992;Magnac-sur-Touvre;577;29.81;26.17;33.28
16161993;Magnac-sur-Touvre;672;31.7;26.79;35.12
16162001;Maine-de-Boixe;237;46.84;28.27;18.57
16162031;Mainzac;78;53.85;11.54;23.08
16162041;Bellevigne;612;40.69;15.2;28.92
16162051;Manot;247;38.87;26.72;24.29
16162061;Mansle-les-Fontaines;698;43.27;22.64;26.79
16162062;Mansle-les-Fontaines;258;51.16;26.36;18.6
16162071;Marcillac-Lanville;269;50.93;26.77;14.5
16162081;Mareuil;191;51.83;26.7;17.8
16162091;Marillac-le-Franc;450;46.67;24.44;22.0
16162101;Marsac;438;44.06;28.08;19.86
16162111;Marthon;295;47.12;16.27;30.17
16162121;Massignac;173;42.77;25.43;21.97
16162131;Mazerolles;174;29.89;26.44;40.8
16162151;Médillac;74;51.35;14.86;22.97
16162161;Mérignac;397;38.04;14.36;34.76
16162171;Merpins;636;40.25;20.6;26.89
16162181;Mesnac;202;54.95;13.37;20.79
16162201;Les Métairies;342;46.78;14.04;28.95
16162211;Mons;125;57.6;17.6;22.4
16162221;Montboyer;182;35.16;18.68;25.27
16162231;Montbron;461;29.72;19.74;45.99
16162232;Montbron;597;32.33;15.08;46.23
16162241;Montmérac;389;34.96;18.77;34.19
16162251;Montemboeuf;319;36.36;30.41;27.9
16162261;Montignac-Charente;392;41.58;29.08;23.21
16162271;Montignac-le-Coq;78;42.31;21.79;23.08
16162291;Montjean;95;45.26;17.89;26.32
16162301;Montmoreau;591;36.38;24.37;24.87
16162302;Montmoreau;536;39.55;22.57;23.51
16162311;Montrollet;201;41.79;36.32;13.43
16162321;Mornac;448;31.92;31.47;30.8
16162322;Mornac;370;49.46;24.32;19.73
16162323;Mornac;475;31.79;29.47;29.05
16162331;Mosnac-Saint-Simeux;259;36.68;24.32;32.05
16162332;Mosnac-Saint-Simeux;295;43.73;21.69;24.41
16162341;Moulidars;382;42.41;18.06;31.15
16162361;Mouthiers-sur-Boëme;618;39.81;25.89;21.36
16162362;Mouthiers-sur-Boëme;789;34.47;28.14;25.98
16162371;Mouton;121;30.58;33.06;30.58
16162381;Moutonneau;51;43.14;39.22;11.76
16162391;Mouzon;67;34.33;23.88;34.33
16162401;Nabinaud;46;10.87;41.3;30.43
16162411;Nanclars;111;29.73;48.65;14.41
16162421;Nanteuil-en-Vallée;211;38.39;33.65;24.17
16162422;Nanteuil-en-Vallée;122;44.26;29.51;18.85
16162423;Nanteuil-en-Vallée;69;40.58;30.43;24.64
16162424;Nanteuil-en-Vallée;104;48.08;28.85;20.19
16162425;Nanteuil-en-Vallée;57;38.6;26.32;26.32
16162426;Nanteuil-en-Vallée;88;32.95;28.41;26.14
16162431;Nercillac;594;45.45;16.84;28.96
16162441;Nersac;577;36.74;23.74;30.85
16162442;Nersac;597;39.03;28.31;26.97
16162451;Nieuil;438;50.68;21.23;21.46
16162461;Nonac;148;37.84;23.65;21.62
16162481;Oradour;96;43.75;20.83;31.25
16162491;Oradour-Fanais;138;57.25;16.67;19.57
16162501;Orgedeuil;115;31.3;20.87;40.87
16162511;Oriolles;140;45.0;16.43;24.29
16162521;Orival;77;36.36;11.69;35.06
16162531;Paizay-Naudouin-Embourie;143;41.96;24.48;31.47
16162532;Paizay-Naudouin-Embourie;29;34.48;27.59;34.48
16162541;Palluaud;112;46.43;25.0;17.86
16162551;Parzac;79;27.85;30.38;36.71
16162561;Passirac;109;53.21;16.51;24.77
16162581;Pérignac;257;36.96;24.12;26.46
16162601;Pillac;148;37.84;15.54;25.68
16162611;Les Pins;284;45.77;21.13;27.82
16162631;Plassac-Rouffiac;198;36.87;31.82;16.67
16162641;Pleuville;156;47.44;31.41;17.95
16162671;Poullignac;44;40.91;6.82;18.18
16162681;Poursac;89;33.71;28.09;28.09
16162691;Pranzac;485;43.71;25.98;25.15
16162701;Pressignac;188;29.26;35.64;27.13
16162711;Puymoyen;613;24.47;26.75;39.64
16162712;Puymoyen;525;22.48;32.57;38.29
16162713;Puymoyen;464;23.71;33.84;32.97
16162721;Puyréaux;310;52.58;23.23;18.39
16162731;Raix;82;25.61;46.34;23.17
16162751;Ranville-Breuillaud;80;53.75;17.5;22.5
16162761;Reignac;372;38.17;18.28;26.88
16162771;Réparsac;333;45.35;15.92;21.32
16162791;Rioux-Martin;123;30.89;34.96;22.76
16162801;Rivières;493;45.03;20.08;26.17
16162802;Rivières;429;44.29;28.9;22.38
16162811;La Rochefoucauld-en-Angoumois;386;30.57;29.02;29.79
16162812;La Rochefoucauld-en-Angoumois;557;40.75;19.75;33.75
16162813;La Rochefoucauld-en-Angoumois;415;41.69;20.96;31.08
16162814;La Rochefoucauld-en-Angoumois;582;45.19;19.93;27.66
16162821;La Rochette;282;45.04;27.66;19.86
16162831;Ronsenac;309;40.78;21.68;18.77
16162841;Rouffiac;65;50.77;21.54;20.0
16162851;Rougnac;230;36.52;20.87;22.61
16162861;Rouillac;486;44.44;24.9;23.46
16162862;Rouillac;583;44.6;20.93;28.47
16162863;Rouillac;258;48.84;24.03;19.38
16162871;Roullet-Saint-Estèphe;599;40.07;25.38;28.55
16162872;Roullet-Saint-Estèphe;511;38.94;21.14;33.27
16162873;Roullet-Saint-Estèphe;608;46.22;18.42;27.8
16162874;Roullet-Saint-Estèphe;476;40.13;26.05;26.89
16162891;Roussines;142;35.21;31.69;29.58
16162901;Rouzède;107;28.04;24.3;41.12
16162911;Ruelle-sur-Touvre;448;30.36;36.61;25.67
16162912;Ruelle-sur-Touvre;592;32.77;30.24;27.53
16162913;Ruelle-sur-Touvre;489;30.06;30.67;33.54
16162914;Ruelle-sur-Touvre;472;33.26;28.39;30.08
16162915;Ruelle-sur-Touvre;535;26.54;35.89;30.47
16162916;Ruelle-sur-Touvre;484;36.98;25.41;31.2
16162917;Ruelle-sur-Touvre;509;39.88;28.09;25.54
16162921;Ruffec;510;39.61;25.1;27.65
16162922;Ruffec;496;39.52;25.81;27.42
16162923;Ruffec;442;38.24;36.43;19.46
16162931;Saint-Adjutory;248;44.35;22.98;27.82
16162951;Saint-Amant-de-Boixe;682;46.77;28.45;18.91
16162971;Graves-Saint-Amant;181;37.57;17.13;24.86
16162981;Saint-Amant-de-Nouère;193;45.6;16.06;33.68
16163001;Val-de-Bonnieure;623;47.51;19.26;25.68
16163011;Saint-Aulais-la-Chapelle;123;39.02;19.51;29.27
16163021;Saint-Avit;100;37.0;24.0;27.0
16163031;Saint-Bonnet;207;35.27;21.26;29.47
16163041;Saint-Brice;647;34.78;18.55;33.38
16163061;Saint-Christophe;166;44.58;28.92;16.27
16163071;Saint-Ciers-sur-Bonnieure;150;42.0;30.67;16.67
16163081;Saint-Claud;466;42.92;22.96;25.97
16163101;Saint-Coutant;115;52.17;18.26;24.35
16163121;Saint-Cybardeaux;397;43.32;22.92;25.94
16163151;Saint-Félix;73;39.73;12.33;30.14
16163161;Saint-Fort-sur-le-Né;211;48.34;9.95;29.86
16163171;Saint-Fraigne;203;42.86;36.45;13.3
16163181;Saint-Front;155;40.0;21.29;30.97
16163201;Saint-Genis-d'Hiersac;465;52.69;20.0;22.8
16163211;Saint-Georges;28;35.71;32.14;28.57
16163231;Saint-Germain-de-Montbron;253;47.83;26.88;16.6
16163251;Saint-Gourson;74;40.54;32.43;20.27
16163261;Saint-Groux;100;36.0;29.0;29.0
16163291;Saint-Laurent-de-Céris;352;39.2;28.69;25.57
16163301;Saint-Laurent-de-Cognac;441;44.22;17.91;25.62
16163311;Saint-Laurent-des-Combes;65;29.23;24.62;30.77
16163341;Saint-Martial;67;37.31;20.9;32.84
16163351;Saint-Martin-du-Clocher;74;41.89;16.22;25.68
16163361;Saint-Mary;183;50.27;22.95;19.67
16163371;Saint-Maurice-des-Lions;499;46.69;32.67;15.23
16163381;Saint-Médard;140;44.29;19.29;20.0
16163391;Val-d'Auge;400;41.5;30.0;24.0
16163401;Saint-Même-les-Carrières;542;40.04;21.59;29.7
16163411;Saint-Michel;679;32.7;32.99;26.66
16163412;Saint-Michel;566;35.51;31.45;26.33
16163421;Saint-Palais-du-Né;134;42.54;8.21;30.6
16163431;Saint-Preuil;164;38.41;21.95;25.0
16163451;Saint-Quentin-sur-Charente;129;31.01;27.13;31.01
16163461;Saint-Quentin-de-Chalais;141;41.84;26.24;19.86
16163471;Saint-Romain;237;42.19;21.52;22.36
16163481;Saint-Saturnin;774;37.6;26.36;27.78
16163491;Sainte-Sévère;254;44.49;13.39;33.07
16163501;Saint-Séverin;374;44.12;19.25;24.87
16163521;Saint-Simon;117;40.17;23.93;25.64
16163531;Saint-Sornin;487;43.94;23.0;27.72
16163541;Sainte-Souline;61;34.43;14.75;31.15
16163561;Saint-Sulpice-de-Ruffec;34;23.53;52.94;14.71
16163571;Saint-Vallier;67;52.24;29.85;13.43
16163581;Saint-Yrieix-sur-Charente;617;33.23;23.82;36.14
16163582;Saint-Yrieix-sur-Charente;772;30.18;23.83;39.9
16163583;Saint-Yrieix-sur-Charente;618;32.52;25.4;35.44
16163584;Saint-Yrieix-sur-Charente;659;32.63;26.56;34.9
16163585;Saint-Yrieix-sur-Charente;622;25.72;29.1;39.39
16163586;Saint-Yrieix-sur-Charente;571;31.35;27.32;34.5
16163591;Salles-d'Angles;546;35.9;15.75;34.43
16163601;Salles-de-Barbezieux;251;45.02;19.92;24.7
16163611;Salles-de-Villefagnan;161;51.55;29.19;11.18
16163621;Salles-Lavalette;161;39.75;29.19;19.25
16163631;Saulgond;239;44.35;30.54;20.5
16163641;Sauvagnac;47;55.32;10.64;31.91
16163651;Sauvignac;66;46.97;16.67;25.76
16163661;Segonzac;513;43.86;14.23;31.58
16163662;Segonzac;522;44.83;13.03;32.18
16163681;Sers;508;39.57;32.87;16.14
16163691;Sigogne;555;47.57;14.23;26.67
16163701;Sireuil;604;41.39;28.15;21.69
16163721;Souffrignac;94;57.45;13.83;27.66
16163731;Souvigné;117;53.85;23.93;14.53
16163741;Soyaux;597;28.31;33.67;32.33
16163742;Soyaux;369;25.2;43.36;23.31
16163743;Soyaux;390;23.85;53.08;17.18
16163744;Soyaux;440;25.68;47.5;20.45
16163745;Soyaux;590;25.93;35.42;34.24
16163746;Soyaux;662;27.64;32.78;34.14
16163747;Soyaux;641;24.02;35.1;35.57
16163751;Suaux;197;42.64;29.95;22.34
16163771;La Tâche;53;49.06;26.42;16.98
16163781;Taizé-Aizie;336;34.52;33.33;27.08
16163791;Taponnat-Fleurignac;466;45.49;20.17;27.68
16163792;Taponnat-Fleurignac;367;41.69;28.61;23.98
16163801;Le Tâtre;205;42.44;16.1;23.41
16163811;Theil-Rabier;81;49.38;13.58;33.33
16163821;Torsac;485;33.81;29.9;18.14
16163831;Tourriers;435;54.48;20.46;19.31
16163841;Touvérac;277;49.46;17.33;18.05
16163851;Touvre;675;40.59;22.07;30.81
16163871;Triac-Lautrait;238;43.7;17.23;26.47
16163881;Trois-Palis;504;39.29;31.55;25.2
16163891;Turgon;56;37.5;23.21;30.36
16163901;Tusson;155;38.71;30.97;25.81
16163921;Valence;107;48.6;27.1;18.69
16163931;Vars;563;47.07;24.16;22.38
16163932;Vars;558;45.7;24.37;22.22
16163941;Vaux-Lavalette;41;58.54;7.32;7.32
16163951;Vaux-Rouillac;159;39.62;26.42;27.04
16163961;Ventouse;54;18.52;44.44;27.78
16163971;Verdille;231;52.81;21.65;20.78
16163981;Verneuil;54;55.56;12.96;22.22
16163991;Verrières;185;36.76;11.35;38.38
16164001;Verteuil-sur-Charente;291;35.74;32.99;23.02
16164011;Vervant;72;43.06;25.0;27.78
16164021;Vibrac;156;44.87;17.95;26.28
16164031;Le Vieux-Cérier;62;43.55;27.42;22.58
16164041;Vieux-Ruffec;60;38.33;26.67;26.67
16164051;Vignolles;97;48.45;6.19;34.02
16164061;Moulins-sur-Tardoire;203;43.35;18.72;31.53
16164062;Moulins-sur-Tardoire;224;49.11;16.07;29.02
16164081;Villebois-Lavalette;347;37.46;15.56;25.36
16164091;Villefagnan;464;39.44;26.08;25.22
16164121;Villejoubert;203;54.68;25.62;14.78
16164131;Villiers-le-Roux;50;36.0;36.0;20.0
16164141;Villognon;192;67.71;14.58;11.46
16164151;Vindelle;578;36.85;32.35;24.91
16164161;Vitrac-Saint-Vincent;308;35.06;36.36;23.05
16164181;Voeuil-et-Giget;476;39.08;23.95;30.25
16164182;Voeuil-et-Giget;527;35.48;27.89;32.45
16164191;Vouharte;171;43.86;19.88;24.56
16164201;Voulgézac;163;38.04;22.09;25.15
16164211;Vouthon;229;51.09;11.79;33.62
16164221;Vouzan;386;44.82;25.91;25.13
16164231;Xambes;151;49.67;23.84;21.19
16164241;Yviers;218;41.74;13.3;28.9
16164251;Yvrac-et-Malleyrand;310;44.52;19.03;28.39
17170021;Agudelle;87;42.53;22.99;28.74
17170031;Aigrefeuille-d'Aunis;729;39.23;22.63;27.3
17170032;Aigrefeuille-d'Aunis;590;37.12;24.75;25.08
17170033;Aigrefeuille-d'Aunis;574;42.86;20.38;25.26
17170034;Aigrefeuille-d'Aunis;624;35.42;29.33;23.88
17170041;Ile-d'Aix;164;19.51;32.93;26.22
17170051;Allas-Bocage;107;36.45;13.08;42.06
17170061;Allas-Champagne;155;41.94;15.48;30.97
17170071;Anais;181;44.2;20.44;22.65
17170081;Andilly;558;34.41;25.81;26.88
17170082;Andilly;567;38.62;22.05;27.51
17170091;Angliers;638;40.75;26.96;19.28
17170101;Angoulins;695;22.73;37.27;28.35
17170102;Angoulins;568;24.3;27.99;35.56
17170103;Angoulins;567;27.51;25.57;34.92
17170104;Angoulins;631;23.77;31.38;32.49
17170111;Annepont;186;40.86;32.8;24.19
17170121;Annezay;106;36.79;33.02;25.47
17170131;Antezant-la-Chapelle;155;52.26;20.65;25.81
